Data Paper,Research Paper,Dauthors,Rauthors,Dnumber,Rnumber,Discipline,Subjects,RBO,Jaccard,LevenshteinDistance,LevenshteinRatio
10.1016/j.dib.2017.09.041,S0928098717304682,"['Qiao, Yuanbiao', 'Song, Li', 'Zhu, Chenchen', 'Wang, Qian', 'Guo, Tianyan', 'Yan, Yanhua', 'Li, Qingshan']","['Qiao, Yuanbiao', 'Song, Li', 'Zhu, Chenchen', 'Wang, Qian', 'Guo, Tianyan', 'Yan, Yanhua', 'Li, Qingshan']",7,7,"Pharmacology, Toxicology and Pharmaceutical Science",Medical sciences,1,0,0,1
10.1016/j.dib.2020.105370,S092777651930640X,"['Pesnel, Sabrina', 'Zhang, Yang', 'Weiling, Fu', 'Morel, Anne-Laure']","['Haddada, Maroua Ben', 'Koshel, Dimitri', 'Yang, Zhang', 'Fu, Weiling', 'Spadavecchia, Jolanda', 'Pesnel, Sabrina', 'Morel, Anne-Laure']",4,7,Chemical Engineering,Engineering,0.098462692,0,6,0.363636364
10.1016/j.dib.2020.105364,S2210670719314404,"['Sharifi, Ayyoob']","['Sharifi, Ayyoob']",1,1,Social Sciences,Social sciences & Humanities,1,0,0,1
10.1016/j.dib.2018.02.047,S1750583617306576,"['Lillia, Stefano', 'Bonalumi, Davide', 'Fosbøl, Philip L.', 'Thomsen, Kaj', 'Valenti, Gianluca']","['Lillia, Stefano', 'Bonalumi, Davide', 'Fosbøl, Philip L.', 'Thomsen, Kaj', 'Valenti, Gianluca']",5,5,Energy,Engineering,1,0,0,1
10.1016/j.dib.2020.105403,S0143400420300369,"['Meng, Meng', 'Cheng, Yvonne Kwun Yue', 'Wu, Linda Ling', 'Chaemsaithong, Piya', 'Leung, Maran Bo Wah', 'Chim, Stephen Siu Chung', 'Sahota, Daljit Singh', 'Li, Wei', 'Wang, Chi Chiu', 'Leung, Tak Yeung', 'Poon, Liona Chiu Yee']","['Meng, Meng', 'Cheng, Yvonne Kwun Yue', 'Wu, Ling', 'Chaemsaithong, Piya', 'Leung, Maran Bo Wah', 'Chim, Stephen Siu Chung', 'Sahota, Daljit Singh', 'Li, Wei', 'Wang, Chi Chiu', 'Leung, Tak Yeung', 'Poon, Liona Chiu Yee']",11,11,Medicine and Dentistry,Medical sciences,1,0,1,0.909090909
10.1016/j.dib.2018.12.053,S0010945218303514,"['Tsujimoto, Kengo', 'Mizuno, Katsuhiro', 'Nishida, Daisuke', 'Tahara, Masatoshi', 'Yamada, Emi', 'Shindo, Shiori', 'Watanabe, Yuuki', 'Kasuga, Shoko', 'Liu, Meigen']","['Tsujimoto, Kengo', 'Mizuno, Katsuhiro', 'Nishida, Daisuke', 'Tahara, Masatoshi', 'Yamada, Emi', 'Shindo, Shiori', 'Kasuga, Shoko', 'Liu, Meigen']",9,8,Neuroscience,Medical sciences,0.998175069,0.111111111,1,0.941176471
10.1016/j.dib.2018.12.047,S0045206818311271,"['Floresta, Giuseppe', 'Cilibrizzi, Agostino', 'Abbate, Vincenzo', 'Spampinato, Ambra', 'Zagni, Chiara', 'Rescifina, Antonio']","['Floresta, Giuseppe', 'Cilibrizzi, Agostino', 'Abbate, Vincenzo', 'Spampinato, Ambra', 'Zagni, Chiara', 'Rescifina, Antonio']",6,6,Chemistry,Physics & Chemistry,1,0,0,1
10.1016/j.dib.2020.105417,S0167527319343372,"['Maclean, E.', 'Yap, J.', 'Saberwal, B.', 'Kolvekar, S.', 'Lim, W.', 'Wijesuriya, N.', 'Papageorgiou, N.', 'Dhillon, G.', 'Lowe, M.', 'Lambiase, P.', 'Chow, A.', 'Abbas, H.', 'Schilling, R.', 'Rowland, E.', 'Ahsan, S.', 'Hunter, R.J.']","['Maclean, E.', 'Yap, J.', 'Saberwal, B.', 'Kolvekar, S.', 'Lim, W.', 'Wijesuriya, N.', 'Papageorgiou, N.', 'Dhillon, G.', 'Lowe, M.', 'Lambiase, P.', 'Chow, A.', 'Abbas, H.', 'Schilling, R.', 'Rowland, E.', 'Ahsan, S.', 'Hunter, R.J.']",16,16,Medicine and Dentistry,Medical sciences,1,0,0,1
10.1016/j.dib.2019.104499,S1055790318306717,"['Onodera, Wataru', 'Asahi, Toru', 'Sawamura, Naoya']","['Onodera, Wataru', 'Asahi, Toru', 'Sawamura, Naoya']",3,3,"Biochemistry, Genetics and Molecular Biology",Biological sciences,1,0,0,1
10.1016/j.dib.2020.106678,S1096717620301816,"['Breitel, Dario', 'Brett, Paul', 'Alseekh, Saleh', 'Fernie, Alisdair R.', 'Butelli, Eugenio', 'Martin, Cathie']","['Breitel, Dario', 'Brett, Paul', 'Alseekh, Saleh', 'Fernie, Alisdair R.', 'Butelli, Eugenio', 'Martin, Cathie']",6,6,Omics,Biological sciences,1,0,0,1
10.1016/j.dib.2020.105359,S0960852419314890,"['Jeong, Deokyeol', 'Ye, Suji', 'Park, Heeyoung', 'Kim, Soo Rin']","['Jeong, Deokyeol', 'Ye, Suji', 'Park, Heeyoung', 'Kim, Soo Rin']",4,4,Agricultural and Biological Sciences,Biological sciences,1,0,0,1
10.1016/j.dib.2017.09.068,S1567724917301794,"['Rocha, Agostinho G.', 'Knight, Simon A.B.', 'Pandey, Alok', 'Yoon, Heeyong', 'Pain, Jayashree', 'Pain, Debkumar', 'Dancis, Andrew']","['Rocha, Agostinho G.', 'Knight, Simon A.B.', 'Pandey, Alok', 'Yoon, Heeyong', 'Pain, Jayashree', 'Pain, Debkumar', 'Dancis, Andrew']",7,7,Cell biology,Biological sciences,1,0,0,1
10.1016/j.dib.2021.107126,S0956053X21001872,"['Pérémé, Margaud', 'Mallet, Alexandre', 'Awhangbo, Lorraine', 'Charnier, Cyrille', 'Roger, Jean-Michel', 'Steyer, Jean-Philippe', 'Latrille, Éric', 'Bendoula, Ryad']","['Mallet, Alexandre', 'Pérémé, Margaud', 'Awhangbo, Lorraine', 'Charnier, Cyrille', 'Roger, Jean-Michel', 'Steyer, Jean-Philippe', 'Latrille, Éric', 'Bendoula, Ryad']",8,8,Chemistry,Physics & Chemistry,0.498039216,0,2,0.875
10.1016/j.dib.2020.106650,S0001706X20308810,"['Sitali, Lungowe', 'Mwenda, Mulenga C.', 'Miller, John M.', 'Bridges, Daniel J.', 'Hawela, Moonga B.', 'Hamainza, Busiku', 'Mudenda-Chilufya, Mutinta', 'Chizema-Kawesha, Elizabeth', 'Eisele, Thomas P.', 'Nerland, Audun H.', 'Chipeta, James', 'Lindtjorn, Bernt', 'Daniels, Rachel']","['Sitali, Lungowe', 'Mwenda, Mulenga C.', 'Miller, John M.', 'Bridges, Daniel J.', 'Hawela, Moonga B.', 'Hamainza, Busiku', 'Mudenda-Chilufya, Mutinta', 'Chizema-Kawesha, Elizabeth', 'Eisele, Thomas P.', 'Nerland, Audun H.', 'Chipeta, James', 'Lindtjorn, Bernt', 'Daniels, Rachel F.']",13,13,Microbiology,Biological sciences,1,0,1,0.923076923
10.1016/j.dib.2016.10.007,S0166432816306416,"['Merovitch, Neil', 'Doyle, Jillian M.', 'Wyeth, Russell C.', 'Stoyek, Matthew R.', 'Schmidt, Michael K.', 'Wilfart, Florentin M.', 'Fine, Alan', 'Croll, Roger P.']","['Doyle, Jillian M.', 'Merovitch, Neil', 'Wyeth, Russell C.', 'Stoyek, Matthew R.', 'Schmidt, Michael', 'Wilfart, Florentin', 'Fine, Alan', 'Croll, Roger P.']",8,8,Neurosciences,Medical sciences,0.498039216,0,4,0.625
10.1016/j.dib.2020.106136,S0378427420303349,"['Shockley, Keith R.', 'Cora, Michelle C.', 'Malarkey, David E.', 'Jackson-Humbles, Daven', 'Vallant, Molly', 'Collins, Brad J.', 'Mutlu, Esra', 'Robinson, Veronica G.', 'Zmarowski, Amy', 'Machesky, Nicholas', 'Richey, Jamie', 'Harbo, Sam', 'Cheng, Emily', 'Patton, Kristin', 'Sparrow, Barney', 'Dunnick, June K.', 'Waidyanatha, Surayma']","['Shockley, Keith R.', 'Cora, Michelle C.', 'Malarkey, David E.', 'Jackson-Humbles, Daven', 'Vallant, Molly', 'Collins, Brad J.', 'Mutlu, Esra', 'Robinson, Veronica G.', 'Zmarowski, Amy', 'Machesky, Nicholas', 'Richey, Jamie', 'Harbo, Sam', 'Cheng, Emily', 'Patton, Kristin', 'Sparrow, Barney', 'Dunnick, June K.', 'Waidyanatha, Surayma']",17,17,"Biochemistry, Genetics and Molecular Biology",Biological sciences,1,0,0,1
10.1016/j.dib.2020.106644,S0264127520303828,"['Farhad, Syed Farid Uddin']","['Farhad, Syed Farid Uddin', 'Cherns, David', 'Smith, James A.', 'Fox, Neil A', 'Fermín, David J.']",1,5,Materials Science,Engineering,0.710752688,0,4,0.333333333
10.1016/j.dib.2021.107132,S0169433221001379,"['Su, Yunhao', 'Zhang, Ruirui', 'Wu, Hanxu', 'Qiu, Lirong', 'Ni, He', 'Xu, Ke-Mi', 'Zhao, Weiqian']","['Zhang, Ruirui', 'Wu, Hanxu', 'Su, Yunhao', 'Qiu, Lirong', 'Ni, He', 'Xu, Ke-Mi', 'Zhao, Weiqian']",7,7,Physical sciences,Physics & Chemistry,0.37007874,0,2,0.857142857
10.1016/j.dib.2016.10.013,S0003269716302779,"['Rahnama, H.', 'Sattarzadeh, A.', 'Kazemi, F.', 'Ahmadi, N.', 'Sanjarian, F.', 'Zand, Z.']","['Rahnama, H.', 'Sattarzadeh, A.', 'Kazemi, F.', 'Ahmadi, N.', 'Sanjarian, F.', 'Zand, Z.']",6,6,Proteomics and Biochemistry,Biological sciences,1,0,0,1
10.1016/j.dib.2017.02.032,S1874391917300027,"['Larsbrink, Johan', 'Tuveng, Tina R.', 'Pope, Phillip B.', 'Bulone, Vincent', 'Eijsink, Vincent G.H.', 'Brumer, Harry', 'Mckee, Lauren S.']","['Larsbrink, Johan', 'Tuveng, Tina R.', 'Pope, Phillip B.', 'Bulone, Vincent', 'Eijsink, Vincent G.H.', 'Brumer, Harry', 'Mckee, Lauren S.']",7,7,Proteomics and Biochemistry,Biological sciences,1,0,0,1
10.1016/j.dib.2018.09.021,S109671921830177X,"['Griffin, R.', 'Psarelli, E.E.', 'Cox, T.F.', 'Khedr, M.', 'Milan, A.M.', 'Davison, A.S.', 'Hughes, A.T.', 'Usher, J.L.', 'Loftus, N.', 'Daroszewska, A.', 'West, E.', 'Jones, A.', 'Briggs, M.', 'Fisher, M.', 'Mccormick, M.', 'Judd, S.', 'Vinjamuri, S.', 'Sireau, N.', 'Dillon, J.P.', 'Devine, J.M.', 'Hughes, G.', 'Harrold, J.', 'Barton, G.J.', 'Jarvis, J.C.', 'Gallagher, J.A.', 'Ranganath, L.R.', 'Taylor, S.']","['Ranganath, L.R.', 'Khedr, M.', 'Milan, A.M.', 'Davison, A.S.', 'Hughes, A.T.', 'Usher, J.L.', 'Taylor, S.', 'Loftus, N.', 'West, E.', 'Jones, A.', 'Briggs, M.', 'Fisher, M.', 'Mccormick, M.', 'Judd, S.', 'Vinjamuri, S.', 'Griffin, R.', 'Psarelli, E.E.', 'Cox, T.F.', 'Sireau, N.', 'Dillon, J.P.', 'Devine, J.M.', 'Hughes, G.', 'Harrold, J.', 'Barton, G.J.', 'Jarvis, J.C.', 'Gallagher, J.A.', 'Daroszewska, A.']",27,27,Medicine and Dentistry,Medical sciences,0.04538113,0,10,0.777777778
10.1016/j.dib.2017.12.026,S0891584917312169,"['Antognelli, Cinzia', 'Trapani, Eliana', 'Delle Monache, Simona', 'Perrelli, Andrea', 'Fornelli, Claudia', 'Retta, Francesca', 'Cassoni, Paola', 'Talesa, Vincenzo Nicola', 'Retta, Saverio Francesco']","['Antognelli, Cinzia', 'Trapani, Eliana', 'Delle Monache, Simona', 'Perrelli, Andrea', 'Daga, Martina', 'Pizzimenti, Stefania', 'Barrera, Giuseppina', 'Cassoni, Paola', 'Trabalzini, Lorenza', 'Talesa, Vincenzo Nicola', 'Goitre, Luca', 'Retta, Saverio Francesco', 'Angelucci, Adriano']",9,13,Cell biology,Biological sciences,0.98208773,0.222222222,6,0.636363636
10.1016/j.dib.2019.104328,S0305750X19301731,"['Fitzgibbons, Joanne', 'Mitchell, Carrie L.']","['Fitzgibbons, Joanne', 'Mitchell, Carrie L.']",2,2,Social Sciences,Social sciences & Humanities,1,0,0,1
10.1016/j.dib.2018.04.016,S2214804318300090,"['Meraner, Manuela', 'Musshoff, Oliver', 'Finger, Robert']","['Meraner, Manuela', 'Musshoff, Oliver', 'Finger, Robert']",3,3,"Economics, Econometrics and Finances",Social sciences & Humanities,1,0,0,1
10.1016/j.dib.2015.11.024,S135964621500439X,"['Gibson, Michael A.', 'Schuh, Christopher A.']","['Gibson, Michael A.', 'Schuh, Christopher A.']",2,2,Materials Sciences,Engineering,1,0,0,1
10.1016/j.dib.2018.04.002,S000398611730646X,"['Singh, Rohit R.', 'Dunn, James W.', 'Qadan, Motamed M.', 'Hall, Nakiuda', 'Wang, Kathy K.', 'Root, Douglas D.']","['Singh, Rohit R.', 'Dunn, James W.', 'Qadan, Motamed M.', 'Hall, Nakiuda', 'Wang, Kathy K.', 'Root, Douglas D.']",6,6,Proteomics and Biochemistry,Biological sciences,1,0,0,1
10.1016/j.dib.2017.12.032,S0141391016303445,"['Jahell, Alvarado', 'Guillermo, Acosta', 'Fatima, Perez']","['Alvarado, Jahell', 'Acosta, Guillermo', 'Perez, Fatima']",3,3,Materials Sciences,Engineering,1,0,3,0
10.1016/j.dib.2018.11.147,S1874391918304032,"['Cavanagh, Jorunn Pauline', 'Askarian, Fatemeh', 'Pain, Maria', 'Bruun, Jack-Ansgar', 'Urbarova, Ilona', 'Wai, Sun Nyunt', 'Schmidt, Frank', 'Johannessen, Mona']","['Cavanagh, Jorunn Pauline', 'Pain, Maria', 'Askarian, Fatemeh', 'Bruun, Jack-Ansgar', 'Urbarova, Ilona', 'Wai, Sun Nyunt', 'Schmidt, Frank', 'Johannessen, Mona']",8,8,Immunology and Microbiology,Medical sciences,0.874509804,0,2,0.875
10.1016/j.dib.2018.12.084,S0141391018303276,"['Vandi, Luigi-Jules', 'Chan, Clement Matthew', 'Werker, Alan', 'Richardson, Des', 'Laycock, Bronwyn', 'Pratt, Steven']","['Vandi, Luigi-Jules', 'Chan, Clement Matthew', 'Werker, Alan', 'Richardson, Des', 'Laycock, Bronwyn', 'Pratt, Steven']",6,6,Materials Science,Engineering,1,0,0,1
10.1016/j.dib.2019.104472,S002209651830540X,"['Setoh, Peipei', 'Zhao, Siqi', 'Santos, Rachel', 'Heyman, Gail D.', 'Lee, Kang']","['Setoh, Peipei', 'Zhao, Siqi', 'Santos, Rachel', 'Heyman, Gail D.', 'Lee, Kang']",5,5,Psychology,Social sciences & Humanities,1,0,0,1
10.1016/j.dib.2016.06.042,S0167701216300422,"['Gandola, Emanuele', 'Antonioli, Manuela', 'Traficante, Alessio', 'Franceschini, Simone', 'Scardi, Michele', 'Congestri, Roberta']","['Gandola, Emanuele', 'Antonioli, Manuela', 'Traficante, Alessio', 'Franceschini, Simone', 'Scardi, Michele', 'Congestri, Roberta']",6,6,Environmental Sciences,Geosciences,1,0,0,1
10.1016/j.dib.2019.104314,S0145305X19301430,"['Ao, Da', 'Zhu, Jianzhong']","['Ao, Da', 'Xia, Pengpeng', 'Jiang, Sen', 'Chen, Nanhua', 'Meurens, François', 'Zhu, Jianzhong']",2,6,Immunology and Microbiology,Medical sciences,0.704761905,0,4,0.5
10.1016/j.dib.2019.104466,S0960148119309723,"['Mockaitis, Gustavo', 'Bruant, Guillaume', 'Guiot, Serge R.', 'Foresti, Eugenio', 'Zaiat, Marcelo']","['Mockaitis, Gustavo', 'Bruant, Guillaume', 'Guiot, Serge R.', 'Peixoto, Guilherme', 'Foresti, Eugenio', 'Zaiat, Marcelo']",5,6,"Biochemistry, Genetics and Molecular Biology",Biological sciences,0.975132275,0,1,0.909090909
10.1016/j.dib.2016.06.056,S0011224016300372,"['Buch, Johannes Lørup', 'Ramløv, Hans']","['Buch, J.L.', 'Ramløv, H.']",2,2,Agricultural and Biological Sciences,Biological sciences,1,0,2,0
10.1016/j.dib.2018.09.009,S1618866718300803,"['Kuzminsky, Elena', 'Alicandri, Enrica', 'Agrimi, Mariagrazia', 'Vettraino, Anna Maria', 'Ciaffi, Mario']","['Ciaffi, Mario', 'Alicandri, Enrica', 'Vettraino, Anna Maria', 'Paolacci, Anna Rita', 'Tamantini, Matilde', 'Tomao, Antonio', 'Agrimi, Mariagrazia', 'Kuzminsky, Elena']",5,8,Agricultural and Biological Sciences,Biological sciences,0.23229225,0,7,0.307692308
10.1016/j.dib.2021.106760,S0144861720315605,"['Ahn, Jungbin', 'Pak, Sewon', 'Kim, Hyungsup']","['Ahn, Jungbin', 'Pak, Sewon', 'Song, Younghan', 'Kim, Hyungsup']",3,4,Materials Science,Engineering,0.938888889,0,1,0.857142857
10.1016/j.dib.2020.106308,S0013795219316229,"['Zhou, Yan-Guo', 'Xia, Peng', 'Ling, Dao-Sheng', 'Chen, Yun-Min']","['Zhou, Yan-Guo', 'Xia, Peng', 'Ling, Dao-Sheng', 'Chen, Yun-Min']",4,4,Earth and Planetary Sciences,Geosciences,1,0,0,1
10.1016/j.dib.2018.03.056,S0009308417302372,"['Koynova, Rumiana', 'Tenchov, Boris']","['Tenchov, Boris', 'Koynova, Rumiana']",2,2,Proteomics and Biochemistry,Biological sciences,0.333333333,0,2,0.5
10.1016/j.dib.2019.104857,S004896971935171X,"['Paulillo, Andrea', 'Clift, Roland', 'Dodds, Jonathan', 'Milliken, Andrew', 'Palethorpe, Stephen', 'Lettieri, Paola']","['Paulillo, Andrea', 'Clift, Roland', 'Dodds, Jonathan M.', 'Milliken, Andrew', 'Palethorpe, Stephen J.', 'Lettieri, Paola']",6,6,Environmental Science,Geosciences,1,0,2,0.666666667
10.1016/j.dib.2021.107318,S0950329321001555,"['Pohlmann, Attila']","['Pohlmann, Attila']",1,1,Agricultural Sciences,Biological sciences,1,0,0,1
10.1016/j.dib.2017.08.051,S0167527317318521,"['Hansen, Rikke', 'Frydland, Martin', 'Møller-Helgestad, Ole Kristian', 'Lindholm, Matias Greve', 'Jensen, Lisette Okkels', 'Holmvang, Lene', 'Ravn, Hanne Berg', 'Kjærgaard, Jesper', 'Møller, Jacob Eifer', 'Hassager, Christian']","['Hansen, Rikke', 'Frydland, Martin', 'Møller-Helgestad, Ole Kristian', 'Lindholm, Matias Greve', 'Jensen, Lisette Okkels', 'Holmvang, Lene', 'Ravn, Hanne Berg', 'Kjærgaard, Jesper', 'Møller, Jacob Eifer', 'Hassager, Christian']",10,10,Medicine and Dentistry,Medical sciences,1,0,0,1
10.1016/j.dib.2018.03.042,S0014299918300505,"['Kim, Bongjun', 'Lee, Jong-Ho', 'Jin, Won Jong', 'Kim, Hong-Hee', 'Ha, Hyunil', 'Lee, Zang Hee']","['Kim, Bongjun', 'Lee, Jong-Ho', 'Jin, Won Jong', 'Kim, Hong-Hee', 'Ha, Hyunil', 'Lee, Zang Hee']",6,6,Cell biology,Biological sciences,1,0,0,1
10.1016/j.dib.2020.105173,S0167577X19317586,"['Afroze, Shammya', 'Torino, Nico', 'Henry, Paul F.', 'Reza, Md Sumon', 'Cheok, Quentin', 'Azad, Abul K.']","['Afroze, Shammya', 'Torino, Nico', 'Henry, Paul F.', 'Sumon Reza, Md', 'Cheok, Quentin', 'Azad, Abul K.']",6,6,Materials Science,Engineering,0.975132275,0.166666667,1,0.833333333
10.1016/j.dib.2020.105615,S0048969719341725,"['Albuquerque, N.', 'Meehan, B.', 'Hughes, J.', 'Surapaneni, A.']","['Albuquerque, N.', 'Meehan, B.', 'Hughes, J.', 'Surapaneni, A.']",4,4,Chemistry,Physics & Chemistry,1,0,0,1
10.1016/j.dib.2021.106774,S0304383521000069,"['Ma, Tianfang', 'Ungerleider, Nathan', 'Zhang, Derek Y.', 'Corey, Eva', 'Flemington, Erik K.', 'Dong, Yan']","['Ma, Tianfang', 'Bai, Shanshan', 'Qi, Yanfeng', 'Zhan, Yang', 'Ungerleider, Nathan', 'Zhang, Derek Y.', 'Neklesa, Taavi', 'Corey, Eva', 'Zhang, Kun', 'Flemington, Erik K.', 'Dong, Yan', 'Dehm, Scott M.']",6,12,Biological Sciences,Biological sciences,0.709823545,0,6,0.666666667
10.1016/j.dib.2016.01.002,S016752731530944X,"['Fudim, Marat', 'Zalawadiya, Sandip', 'Patel, Devin K.', 'Egolum, Ugochukwu O.', 'Afonso, Luis']","['Fudim, Marat', 'Zalawadiya, Sandip', 'Patel, Devin K.', 'Egolum, Ugochukwu O.', 'Afonso, Luis']",5,5,Medicine and Dentistry,Medical sciences,1,0,0,1
10.1016/j.dib.2021.106984,S1751616121000813,"['Baldion, Paula Alejandra', 'Betancourt, Diego Enrique']","['Baldion, Paula A.', 'Cortes, Cristhian C.', 'Castellanos, Jaime E.', 'Betancourt, Diego E.']",2,4,Health and Medical Sciences,Medical sciences,0.744444444,0,4,0
10.1016/j.dib.2021.107442,S0890509621005057,"['Patelis, Nikolaos', 'Bisdas, Theodosios', 'Jing, Zaiping', 'Feng, Jiaxuan', 'Trenner, Matthias', 'Tri Nugroho, Nyityasmono', 'Reis, Paulo Eduardo Ocke', 'Elkouri, Stephane', 'Karam, Lamisse', 'Roux, Dirk Le', 'Ionac, Mihai', 'Berczeli, Marton', 'Jongkind, Vincent', 'Yeung, Kak Khee', 'Katsargyris, Athanasios', 'Avgerinos, Efthymios', 'Moris, Demetrios', 'Choong, Andrew', 'Ng, Jun Jie', 'Cvjetko, Ivan', 'Antoniou, George A.', 'Ghibu, Phillipe', 'Svetlikov, Alexei', 'Pedrajas, Fernando Gallardo', 'Ebben, Harm P.', 'Stepak, Hubert', 'Chornuy, Andrii', 'Kostiv, Sviatoslav', 'Ancetti, Stefano', 'Tadayon, Niki', 'Mekkar, Akli', 'Magnitskiy, Leonid', 'Fidalgo-Domingos, Liliana', 'Matheiken, Sean', 'Rosello, Eduardo Sebastian Sarutte', 'Isik, Arda', 'Kirkilesis, Georgios', 'Kakavia, Kyriaki', 'Georgopoulos, Sotirios', 'Lecis, Alexandre']","['Patelis, Nikolaos', 'Bisdas, Theodosios', 'Jing, Zaiping', 'Feng, Jiaxuan', 'Trenner, Matthias', 'Tri Nugroho, Nyityasmono', 'Ocke Reis, Paulo Eduardo', 'Elkouri, Stephane', 'Karam, Lamisse', 'Roux, Dirk Le', 'Ionac, Mihai', 'Berczeli, Marton', 'Jongkind, Vincent', 'Yeung, Kak Khee', 'Katsargyris, Athanasios', 'Avgerinos, Efthymios', 'Moris, Demetrios', 'Choong, Andrew', 'Ng, Jun Jie', 'Cvjetko, Ivan', 'Antoniou, George A.', 'Ghibu, Phil', 'Svetlikov, Alexei', 'Pedrajas, Fernando Gallardo', 'Ebben, Harm', 'Stepak, Hubert', 'Chornuy, Andrii', 'Kostiv, Sviatoslav', 'Ancetti, Stefano', 'Tadayon, Niki', 'Mekkar, Akli', 'Magnitskiy, Leonid', 'Fidalgo-Domingos, Liliana', 'Matheiken, Sean', 'Sarutte Rosello, Eduardo Sebastian', 'Isik, Arda', 'Kirkilesis, Georgios', 'Kakavia, Kyriaki', 'Georgopoulos, Sotirios', 'Lecis, Alexandre']",40,40,Health and Medical Sciences,Medical sciences,0.997998653,0.05,4,0.9
10.1016/j.dib.2020.106452,S0024320520311693,"['Hattori, Yujiro', 'Ishii, Hirotaka', 'Tahara, Shigeyuki', 'Morita, Akio', 'Ozawa, Hitoshi']","['Hattori, Yujiro', 'Ishii, Hirotaka', 'Tahara, Shigeyuki', 'Morita, Akio', 'Ozawa, Hitoshi']",5,5,Health and Medical Sciences,Medical sciences,1,0,0,1
10.1016/j.dib.2021.107324,S1352231021001552,"['Fritsch, Markus', 'Behm, Svenia']","['Fritsch, Markus', 'Behm, Svenia']",2,2,Environmental Science,Geosciences,1,0,0,1
10.1016/j.dib.2016.11.016,S1383574216300783,"['Little, Mark P.']","['Little, Mark P.']",1,1,Medicine and Dentistry,Medical sciences,1,0,0,1
10.1016/j.dib.2021.107330,S004565352101239X,"['Myla, Anitha', 'Dasmahapatra, Asok K.', 'Tchounwou, Paul B.']","['Myla, Anitha', 'Dasmahapatra, Asok K.', 'Tchounwou, Paul B.']",3,3,Biological Sciences,Biological sciences,1,0,0,1
10.1016/j.dib.2021.106748,S0264127520309618,"['Chen, Xuanliang', 'Marioara, Calin D.', 'Andersen, Sigmund J.', 'Friis, Jesper', 'Lervik, Adrian', 'Holmestad, Randi', 'Kobayashi, Equo']","['Chen, Xuanliang', 'Marioara, Calin D.', 'Andersen, Sigmund J.', 'Friis, Jesper', 'Lervik, Adrian', 'Holmestad, Randi', 'Kobayashi, Equo']",7,7,Materials Science,Engineering,1,0,0,1
10.1016/j.dib.2021.107456,S0223523421006206,"['Takeuchi, Kosuke', 'Kunimoto, Ryo', 'Bajorath, Jürgen']","['Takeuchi, Kosuke', 'Kunimoto, Ryo', 'Bajorath, Jürgen']",3,3,Chemistry,Physics & Chemistry,1,0,0,1
10.1016/j.dib.2020.105629,S0301479720304230,"['Mcmanamay, Ryan A.', 'Parish, Esther S.', 'Derolph, Christopher R.']","['Mcmanamay, Ryan A.', 'Parish, Esther S.', 'Derolph, Christopher R.', 'Witt, Adam M.', 'Graf, William L.', 'Burtner, Alicia']",3,6,Environmental Science,Geosciences,0.963492063,0,3,0.666666667
10.1016/j.dib.2018.05.007,S092702561830274X,"['Li, Wei', 'Jacobs, Ryan', 'Morgan, Dane']","['Li, Wei', 'Jacobs, Ryan', 'Morgan, Dane']",3,3,Materials Sciences,Engineering,1,0,0,1
10.1016/j.dib.2015.10.021,S0378778815303340,"['Cano, Emilio L.', 'Moguerza, Javier M.', 'Alonso-Ayuso, Antonio']","['Cano, Emilio L.', 'Moguerza, Javier M.', 'Alonso-Ayuso, Antonio']",3,3,Engineering,Engineering,1,0,0,1
10.1016/j.dib.2018.10.142,S1053811918308218,"['Liloia, Donato', 'Cauda, Franco', 'Nani, Andrea', 'Manuello, Jordi', 'Duca, Sergio', 'Fox, Peter T.', 'Costa, Tommaso']","['Cauda, Franco', 'Nani, Andrea', 'Manuello, Jordi', 'Liloia, Donato', 'Tatu, Karina', 'Vercelli, Ugo', 'Duca, Sergio', 'Fox, Peter T.', 'Costa, Tommaso']",7,9,Neuroscience,Medical sciences,0.316898083,0,4,0.75
10.1016/j.dib.2018.08.030,S1053811918303318,"['Van Der Zwaag, Wietske', 'Buur, Pieter F.', 'Fracasso, Alessio', 'Van Doesum, Tessa', 'Uludağ, Kâmil', 'Versluis, Maarten', 'Marques, José P.']","['Van Der Zwaag, Wietske', 'Buur, Pieter F.', 'Fracasso, Alessio', 'Van Doesum, Tessa', 'Uludağ, Kâmil', 'Versluis, Maarten J.', 'Marques, José P.']",7,7,Neuroscience,Medical sciences,1,0,1,0.857142857
10.1016/j.dib.2017.03.023,S0003269717300593,"['Petrovic, Voin', 'Olaisen, Camilla', 'Sharma, Animesh', 'Nepal, Anala', 'Bugge, Steffen', 'Sundby, Eirik', 'Hoff, Bård Helge', 'Slupphaug, Geir', 'Otterlei, Marit']","['Petrovic, Voin', 'Olaisen, Camilla', 'Sharma, Animesh', 'Nepal, Anala', 'Bugge, Steffen', 'Sundby, Eirik', 'Hoff, Bård Helge', 'Slupphaug, Geir', 'Otterlei, Marit']",9,9,Proteomics and Biochemistry,Biological sciences,1,0,0,1
10.1016/j.dib.2019.104658,S0167880919303044,"['Archidona-Yuste, Antonio', 'Wiegand, Thorsten', 'Castillo, Pablo', 'Navas-Cortés, Juan A.']","['Archidona-Yuste, Antonio', 'Wiegand, Thorsten', 'Castillo, Pablo', 'Navas-Cortés, Juan A.']",4,4,Agricultural and Biological Sciences,Biological sciences,1,0,0,1
