Data Paper,Research Paper,Dauthors,Rauthors,Dnumber,Rnumber,Discipline,Subjects,RBO,Jaccard,LevenshteinDistance,LevenshteinRatio
﻿10.1016/j.dib.2019.104570,S0531556519301706,"['Brown, Lemuel A.', 'Judge, Jennifer L.', 'Macpherson, Peter C.', 'Koch, Lauren G.', 'Qi, Nathan R.', 'Britton, Steven L.', 'Brooks, Susan V.']","['Brown, Lemuel A.', 'Macpherson, Peter C.', 'Koch, Lauren G.', 'Qi, Nathan R.', 'Britton, Steven L.', 'Brooks, Susan V.']",7,6,"Biochemistry, Genetics and Molecular Biology",Biological sciences,0.806224222,0.142857143,1,0.923076923
10.1016/j.dib.2016.03.011,S0032386116300544,"['Zhao, Yue', 'Yoshida, Miru', 'Oshima, Tatsuya', 'Koizumi, Satoshi', 'Rikukawa, Masahiro', 'Szekely, Noemi', 'Radulescu, Aurel', 'Richter, Dieter']","['Zhao, Yue', 'Yoshida, Miru', 'Oshima, Tatsuya', 'Koizumi, Satoshi', 'Rikukawa, Masahiro', 'Szekely, Noemi', 'Radulescu, Aurel', 'Richter, Dieter']",8,8,Materials Sciences,Engineering,1,0,0,1
10.1016/j.dib.2019.104216,S0732312318300774,"['Norqvist, Mathias', 'Jonsson, Bert', 'Lithner, Johan']","['Norqvist, Mathias', 'Jonsson, Bert', 'Lithner, Johan', 'Qwillbard, Tony', 'Holm, Linus']",3,5,Mathematics,Computer & Mathematical sciences,0.970967742,0,2,0.75
10.1016/j.dib.2018.04.128,S0164070416302270,"['Zhang, Lini']","['Zhang, Lini']",1,1,"Economics, Econometrics and Finance",Social sciences & Humanities,1,0,0,1
10.1016/j.dib.2017.07.049,S1053811917305050,"['Koush, Yury', 'Ashburner, John', 'Prilepin, Evgeny', 'Sladky, Ronald', 'Zeidman, Peter', 'Bibikov, Sergei', 'Scharnowski, Frank', 'Nikonorov, Artem', 'Van De Ville, Dimitri']","['Koush, Yury', 'Ashburner, John', 'Prilepin, Evgeny', 'Sladky, Ronald', 'Zeidman, Peter', 'Bibikov, Sergei', 'Scharnowski, Frank', 'Nikonorov, Artem', 'De Ville, Dimitri Van']",9,9,Neurosciences,Medical sciences,1,0,1,0.888888889
10.1016/j.dib.2016.03.005,S0091743516000244,"['Barboza, Gia Elise', 'Dominguez, Silvia']","['Barboza, Gia Elise', 'Dominguez, Silvia']",2,2,Social Sciences,Social sciences & Humanities,1,0,0,1
10.1016/j.dib.2019.104202,S0023643819302695,"['Rodriguez Gamboa, Juan C.', 'Albarracin E., Eva Susana', 'Da Silva, Adenilton J.', 'E. Ferreira, Tiago A.']","['Rodriguez Gamboa, Juan C.', 'Albarracin E, Eva Susana', 'Da Silva, Adenilton J.', 'L. De Andrade Lima, Luciana', 'E. Ferreira, Tiago A.']",4,5,Computer Science,Computer & Mathematical sciences,0.977419355,0,2,0.666666667
10.1016/j.dib.2018.11.079,S0001457518303373,"['Nazif-Muñoz, José Ignacio', 'Nandi, Arijit', 'Ruiz-Casares, Mónica']","['Ignacio Nazif-Muñoz, José', 'Nandi, Arijit', 'Ruiz-Casares, Mónica']",3,3,Social Sciences,Social sciences & Humanities,1,0,1,0.666666667
10.1016/j.dib.2018.09.123,S136970211830302X,"['He, Liangrui', 'Fei, Mi', 'Chen, Jie', 'Tian, Yunfei', 'Jiang, Yang', 'Huang, Yang', 'Xu, Kai', 'Hu, Juntao', 'Zhang, Qiuhong', 'Ni, Haiyong', 'Chen, Lei', 'Zhao, Zhi']","['He, Liangrui', 'Fei, Mi', 'Chen, Jie', 'Tian, Yunfei', 'Jiang, Yang', 'Huang, Yang', 'Xu, Kai', 'Hu, Juntao', 'Zhang, Qiuhong', 'Ni, Haiyong', 'Chen, Lei', 'Zhao, Zhi']",12,12,Chemistry,Physics & Chemistry,1,0,0,1
10.1016/j.dib.2015.09.040,S088875431530032X,"['Rahman, Aminur', 'Nahar, Noor', 'Nawani, Neelu N.', 'Jass, Jana', 'Ghosh, Sibdas', 'Olsson, Björn', 'Mandal, Abul']","['Rahman, Aminur', 'Nahar, Noor', 'Nawani, Neelu N.', 'Jass, Jana', 'Ghosh, Sibdas', 'Olsson, Björn', 'Mandal, Abul']",7,7,"Biochemistry, Genetics and Molecular Biology",Biological sciences,1,0,0,1
10.1016/j.dib.2017.07.061,S1369847816306556,"['Carbon, Claus-Christian', 'Gebauer, Fabian']","['Carbon, Claus-Christian', 'Gebauer, Fabian']",2,2,Environmental Sciences,Geosciences,1,0,0,1
10.1016/j.dib.2018.04.114,S0014480017306020,"['Lüsebrink, Jessica', 'Pieper, Monika', 'Tillmann, Ramona-Liza', 'Brockmann, Michael', 'Schildgen, Oliver', 'Schildgen, Verena']","['Lüsebrink, Jessica', 'Pieper, Monika', 'Tillmann, Ramona-Liza', 'Brockmann, Michael', 'Schildgen, Oliver', 'Schildgen, Verena']",6,6,"Pharmacology, Toxicology and Pharmaceutical Science",Medical sciences,1,0,0,1
10.1016/j.dib.2018.11.051,S2214289418302072,"['Sánchez-González, Mariola', 'Pérez-Terrazas, David']","['Sánchez-González, Mariola', 'Pérez-Terrazas, David']",2,2,Agricultural and Biological Sciences,Biological sciences,1,0,0,1
10.1016/j.dib.2018.11.045,S074301671731121X,"['Galt, Ryan E.', 'Bradley, Katharine', 'Christensen, Libby O.', 'Munden-Dixon, Kate']","['Galt, Ryan E.', 'Bradley, Katharine', 'Christensen, Libby O.', 'Munden-Dixon, Kate']",4,4,Social Sciences,Social sciences & Humanities,1,0,0,1
10.1016/j.dib.2017.07.075,S1532046417301090,"['Lindoerfer, Doris', 'Mansmann, Ulrich']","['Lindoerfer, Doris', 'Mansmann, Ulrich']",2,2,Computer Sciences,Computer & Mathematical sciences,1,0,0,1
10.1016/j.dib.2016.03.039,S1532046416000198,"['Pobiruchin, Monika', 'Bochum, Sylvia', 'Martens, Uwe M.', 'Kieser, Meinhard', 'Schramm, Wendelin']","['Pobiruchin, Monika', 'Bochum, Sylvia', 'Martens, Uwe M.', 'Kieser, Meinhard', 'Schramm, Wendelin']",5,5,Medicine and Dentistry,Medical sciences,1,0,0,1
10.1016/j.dib.2015.09.054,S0264127515301969,"['Omar, Mohammed Yaseer', 'Xiang, Chongchen', 'Gupta, Nikhil', 'Strbik, Oliver M.', 'Cho, Kyu']","['Omar, Mohammed Yaseer', 'Xiang, Chongchen', 'Gupta, Nikhil', 'Strbik, Oliver M.', 'Cho, Kyu']",5,5,Materials Sciences,Engineering,1,0,0,1
10.1016/j.dib.2018.01.051,S2352409X17304790,"['Brigand, Robin', 'Weller, Olivier']","['Brigand, Robin', 'Weller, Olivier']",2,2,Social Sciences,Social sciences & Humanities,1,0,0,1
10.1016/j.dib.2021.107024,S2405844021005557,"['Hernández-Lloret, Carmen-María', 'Fernández-Caminero, Gemma', 'González-González, Hugo', 'Espino-Díaz, Luis', 'Álvarez-Castillo, José-Luis']","['Álvarez-Castillo, José-Luis', 'Hernández-Lloret, Carmen-María', 'González-González, Hugo', 'Espino-Díaz, Luis', 'Fernández-Caminero, Gemma']",5,5,Social Sciences,Social sciences & Humanities,0.295698925,0,3,0.6
10.1016/j.dib.2018.07.028,S1751616118304594,"['Bishop, Aaron R.', 'Kim, Sunjung', 'Squire, Matthew', 'Rose, Warren E.', 'Ploeg, Heidi-Lynn']","['Bishop, Aaron R.', 'Kim, Sunjung', 'Squire, Matthew W.', 'Rose, Warren E.', 'Ploeg, Heidi-Lynn']",5,5,Engineering,Engineering,1,0,1,0.8
10.1016/j.dib.2017.11.018,S0167701217302713,"['Wang, Wei', 'Chen, Yumeng', 'Wei, Dong-Zhi']","['Wang, Wei', 'Chen, Yumeng', 'Wei, Dong-Zhi']",3,3,"Genetics, Genomics and Molecular Biology",Biological sciences,1,0,0,1
10.1016/j.dib.2016.08.063,S1873506116300654,"['Gunnarsson, Anders Patrik', 'Christensen, Rikke', 'Li, Jian', 'Jensen, Uffe Birk']","['Gunnarsson, Anders Patrik', 'Christensen, Rikke', 'Li, Jian', 'Jensen, Uffe Birk']",4,4,"Genetics, Genomics and Molecular Biology",Biological sciences,1,0,0,1
10.1016/j.dib.2020.105529,S0928098720300208,"['Bernal, Sergio', 'Alcalá, Sergio', 'Cerecedo, Doris', 'Ganem-Rondero, Adriana']","['Bernal-Chávez, Sergio Alberto', 'Alcalá-Alcalá, Sergio', 'Cerecedo, Doris', 'Ganem-Rondero, Adriana']",4,4,"Pharmacology, Toxicology and Pharmaceutical Science",Medical sciences,0.272222222,0.25,2,0.5
10.1016/j.dib.2016.05.054,S0003269716000701,"['Goldoni, Luca', 'Beringhelli, Tiziana', 'Rocchia, Walter', 'Realini, Natalia', 'Piomelli, Daniele']","['Goldoni, Luca', 'Beringhelli, Tiziana', 'Rocchia, Walter', 'Realini, Natalia', 'Piomelli, Daniele']",5,5,Proteomics and Biochemistry,Biological sciences,1,0,0,1
10.1016/j.dib.2017.01.018,S1751616117300218,"['De Jong, Tonke L.', 'Dankelman, Jenny', 'Van Den Dobbelsteen, John J.']","['De Jong, Tonke L.', 'Pluymen, Loes H.', 'Van Gerwen, Dennis J.', 'Kleinrensink, Gert-Jan', 'Dankelman, Jenny', 'Van Den Dobbelsteen, John J.']",3,6,Engineering,Engineering,0.713756614,0,3,0.666666667
10.1016/j.dib.2018.01.086,S1359646217303512,"['Knowles, Alexander J.', 'Jun, Tea-Sung', 'Bhowmik, Ayan', 'Jones, Nicholas G.', 'Britton, T. Ben', 'Giuliani, Finn', 'Stone, Howard J.', 'Dye, David']","['Knowles, Alexander J', 'Jun, Tea-Sung', 'Bhowmik, Ayan', 'Jones, Nicholas G', 'Britton, T Ben', 'Giuliani, Finn', 'Stone, Howard J', 'Dye, David']",8,8,Materials Sciences,Engineering,1,0,4,0.5
10.1016/j.dib.2021.107018,S0048969721007701,"['Hamilton, Trevor J.', 'Szaszkiewicz, Joshua', 'Krook, Jeffrey', 'Burggren, Warren']","['Hamilton, Trevor J.', 'Krook, Jeffrey', 'Szaszkiewicz, Joshua', 'Burggren, Warren']",4,4,Biological Sciences,Biological sciences,0.866666667,0,2,0.75
10.1016/j.dib.2018.11.092,S0301211518303567,"['Ciavattini, Andrea', 'Serri, Matteo', 'Di Giuseppe, Jacopo', 'Liverani, Carlo A.', 'Fallani, Maria G.', 'Tsiroglou, Dimitrios', 'Papiccio, Maria', 'Delli Carpini, Giovanni', 'Clemente, Nicolò', 'Sopracordevole, Francesco', 'Pieralli, Annalisa']","['Ciavattini, Andrea', 'Serri, Matteo', 'Di Giuseppe, Jacopo', 'Liverani, Carlo A.', 'Fallani, Maria G.', 'Tsiroglou, Dimitrios', 'Papiccio, Maria', 'Delli Carpini, Giovanni', 'Clemente, Nicolò', 'Sopracordevole, Francesco', 'Pieralli, Annalisa']",11,11,Medicine and Dentistry,Medical sciences,1,0,0,1
10.1016/j.dib.2020.105501,S0004370220300047,"['Thrun, Michael C.', 'Ultsch, Alfred']","['Thrun, Michael C.', 'Ultsch, Alfred']",2,2,Computer Science,Computer & Mathematical sciences,1,0,0,1
10.1016/j.dib.2015.12.026,S0925443915003129,"['Shah, Manasvi S.', 'Kim, Eunjoo', 'Davidson, Laurie A.', 'Knight, Jason M.', 'Zoh, Roger S.', 'Goldsby, Jennifer S.', 'Callaway, Evelyn S.', 'Zhou, Beyian', 'Chapkin, Robert S.', 'Ivanov, Ivan']","['Shah, Manasvi S.', 'Kim, Eunjoo', 'Davidson, Laurie A.', 'Knight, Jason M.', 'Zoh, Roger S.', 'Goldsby, Jennifer S.', 'Callaway, Evelyn S.', 'Zhou, Beyian', 'Chapkin, Robert S.', 'Ivanov, Ivan']",10,10,"Biochemistry, Genetics and Molecular Biology",Biological sciences,1,0,0,1
10.1016/j.dib.2018.01.092,S0950061817302490,"['Rostislav, Drochytka', 'Magdaléna, Kociánová']","['Drochytka, Rostislav', 'Magdaléna, Kociánová']",2,2,Engineering,Engineering,1,0,1,0.5
10.1016/j.dib.2019.104014,S0378381218305259,"['Raabe, Gabriele']","['Raabe, Gabriele']",1,1,Chemical Engineering,Engineering,1,0,0,1
10.1016/j.dib.2018.05.139,S0955286316306088,"['Janda, Elzbieta', 'Salerno, Raffaele', 'Martino, Concetta', 'Lascala, Antonella', 'La Russa, Daniele', 'Oliverio, Manuela']","['Lascala, Antonella', 'Martino, Concetta', 'Parafati, Maddalena', 'Salerno, Raffaele', 'Oliverio, Manuela', 'Pellegrino, Daniela', 'Mollace, Vincenzo', 'Janda, Elzbieta']",6,8,"Pharmacology, Toxicology and Pharmaceutical Science",Medical sciences,0.125102708,0.166666667,7,0.285714286
10.1016/j.dib.2021.106845,S0950061820331573,"['Baas, Esther J.', 'Riggio, Mariapaola', 'Barbosa, André R.']","['Baas, Esther J.', 'Riggio, Mariapaola', 'Barbosa, André R.']",3,3,Engineering,Engineering,1,0,0,1
10.1016/j.dib.2016.12.014,S0001706X16304934,"['Estrada-Contreras, Israel', 'Sandoval-Ruiz, César A.', 'Mendoza-Palmero, Fredy S.', 'Ibáñez-Bernal, Sergio', 'Equihua, Miguel', 'Benítez, Griselda']","['Equihua, Miguel', 'Ibáñez-Bernal, Sergio', 'Benítez, Griselda', 'Estrada-Contreras, Israel', 'Sandoval-Ruiz, César A.', 'Mendoza-Palmero, Fredy S.']",6,6,Environmental Sciences,Geosciences,0.073015873,0,6,0.5
10.1016/j.dib.2014.11.002,S1874391914005041,"['Dutta, Mainak', 'Subramani, Elavarasan', 'Taunk, Khushman', 'Gajbhiye, Akshada', 'Seal, Shubhendu', 'Pendharkar, Namita', 'Dhali, Snigdha', 'Ray, Chaitali Datta', 'Chakravarty, Baidyanath', 'Dasgupta, Swagata', 'Rapole, Srikanth', 'Chaudhury, Koel', 'Lodh, Indrani']","['Dutta, Mainak', 'Subramani, Elavarasan', 'Taunk, Khushman', 'Gajbhiye, Akshada', 'Seal, Shubhendu', 'Pendharkar, Namita', 'Dhali, Snigdha', 'Ray, Chaitali Datta', 'Chakravarty, Baidyanath', 'Dasgupta, Swagata', 'Rapole, Srikanth', 'Chaudhury, Koel', 'Lodh, Indrani']",13,13,"Biochemistry, Genetics and Molecular Biology",Biological sciences,1,0,0,1
10.1016/j.dib.2019.104766,S0956053X19302946,"['Dong, Anh Vo', 'Azzaro-Pantel, Catherine', 'Boix, Marianne']","['Vo Dong, Anh', 'Azzaro-Pantel, Catherine', 'Boix, Marianne']",3,3,Engineering,Engineering,0.238095238,0.333333333,1,0.666666667
10.1016/j.dib.2018.10.068,S0031942218305934,"['Akihara, Yui', 'Kamikawa, Sayuri', 'Harauchi, Yui', 'Ohta, Emi', 'Nehira, Tatsuo', 'Ômura, Hisashi', 'Ohta, Shinji']","['Akihara, Yui', 'Kamikawa, Sayuri', 'Harauchi, Yui', 'Ohta, Emi', 'Nehira, Tatsuo', 'Ômura, Hisashi', 'Ohta, Shinji']",7,7,Chemistry,Physics & Chemistry,1,0,0,1
10.1016/j.dib.2020.105930,S0143622818302911,"['Mandal, Satyabrata', 'Choudhury, Burhan U.', 'Satpati, Lakshminarayan']","['Mandal, Satyabrata', 'Choudhury, Burhan U.', 'Satpati, Lakshminarayan']",3,3,Agricultural and Biological Sciences,Biological sciences,1,0,0,1
10.1016/j.dib.2019.104000,S0022283619300634,"['Kaur, Sandeep', 'Baldi, Benedetta', 'Vuong, Jenny', ""O'Donoghue, Seàn I.""]","['Kaur, Sandeep', 'Baldi, Benedetta', 'Vuong, Jenny', ""O'Donoghue, Seán I.""]",4,4,Agricultural and Biological Sciences,Biological sciences,1,0,1,0.666666667
10.1016/j.dib.2021.106879,S0341816220306032,"['He, Tong', 'Gray, Jessica', 'Gu, Ying']","['He, Tong', 'Sun, Youbin', 'Gray, Jessica', 'Gu, Ying']",3,4,Earth and Planetary Sciences,Geosciences,0.805555556,0,1,0.857142857
10.1016/j.dib.2018.08.126,S0031320318301146,"['Cruz Hernández, Heriberto', 'De La Fraga, Luis Gerardo']","['Cruz-Hernández, Heriberto', 'De La Fraga, Luis Gerardo']",2,2,Computer Science,Computer & Mathematical sciences,1,0,1,0.5
10.1016/j.dib.2021.106886,S2352409X20305587,"['Onchoke, Kefa K.', 'Nicholson, Pressley S.', 'Taylor, Josephine', 'Friedfeld, Robert R.', 'Cecil, Leslie G.']","['Onchoke, Kefa K.', 'Nicholson, Pressley S.', 'Cecil, Leslie G.', 'Friedfeld, Robert B.', 'Taylor, Josephine', 'Weatherford, Wayne P.']",5,6,Chemistry,Physics & Chemistry,0.939153439,0,4,0.545454545
10.1016/j.dib.2016.04.051,S1874391916300823,"['Zachut, Maya', 'Sood, Pankaj', 'Livshitz, Lilya', 'Kra, Gitit', 'Levin, Yishai', 'Moallem, Uzi']","['Zachut, Maya', 'Sood, Pankaj', 'Levin, Yishai', 'Moallem, Uzi']",6,4,"Biochemistry, Genetics and Molecular Biology",Biological sciences,0.907936508,0.333333333,2,0.8
10.1016/j.dib.2019.104969,S0040580919301832,"['Carvajal-Rodríguez, Antonio']","['Carvajal-Rodríguez, A.']",1,1,Agricultural and Biological Sciences,Biological sciences,1,0,1,0
10.1016/j.dib.2020.106544,S0147651320311398,"['León-Vaz, Antonio', 'Romero, Luis C.', 'Gotor, Cecilia', 'León, Rosa', 'Vigara, Javier']","['León-Vaz, Antonio', 'Romero, Luis C.', 'Gotor, Cecilia', 'León, Rosa', 'Vigara, Javier']",5,5,Biological Sciences,Biological sciences,1,0,0,1
10.1016/j.dib.2021.107232,S0022395621000145,"['Reimherr, Frederick W.', 'Marchant, Barrie K.', 'Gift, Thomas E.', 'Steans, Tammy A.', 'Reimherr, Matthew L.']","['Gift, Thomas E.', 'Reimherr, Matthew L.', 'Marchant, Barrie K.', 'Steans, Tammy A.', 'Reimherr, Frederick W.']",5,5,Psychology,Social sciences & Humanities,0.166666667,0,4,0.4
10.1016/j.dib.2016.11.100,S0141813016313836,"['Pal, Akhilesh Kumar', 'Katiyar, Vimal']","['Pal, Akhilesh Kumar', 'Katiyar, Vimal']",2,2,Materials Sciences,Engineering,1,0,0,1
10.1016/j.dib.2021.106892,S0191886921000490,"['Ceccato, Irene', 'Di Crosta, Adolfo', 'Palumbo, Rocco', 'Marchetti, Daniela', 'La Malva, Pasquale', 'Maiella, Roberta', 'Marin, Anna', 'Mammarella, Nicola', 'Di Domenico, Alberto', 'Verrocchio, Maria Cristina']","['Ceccato, Irene', 'Palumbo, Rocco', 'Di Crosta, Adolfo', 'Marchetti, Daniela', 'La Malva, Pasquale', 'Maiella, Roberta', 'Marin, Anna', 'Mammarella, Nicola', 'Di Domenico, Alberto', 'Verrocchio, Maria Cristina']",10,10,Psychology,Social sciences & Humanities,0.87487781,0,2,0.9
10.1016/j.dib.2020.106222,S002245962030428X,"['Zhai, Chenxi', 'Wang, Mingchao', 'Feng, Zhaojie', 'Zhou, Qingjun', 'Wei, Tong', 'Liu, Jiachen']","['Wang, Mingchao', 'Feng, Zhaojie', 'Zhai, Chenxi', 'Zhou, Qingjun', 'Wei, Tong', 'Liu, Jiachen']",6,6,Materials Science,Engineering,0.365079365,0,2,0.833333333
10.1016/j.dib.2021.107554,S0264275121002560,"['Elfversson, Emma']","['Elfversson, Emma', 'Höglund, Kristine']",1,2,Social Sciences,Social sciences & Humanities,0.833333333,0,1,0.666666667
10.1016/j.dib.2020.105703,S019689042030426X,"['Żukowski, Witold', 'Berkowicz, Gabriela', 'Majka, Tomasz M.']","['Berkowicz, Gabriela', 'Majka, Tomasz M.', 'Żukowski, Witold']",3,3,Environmental Science,Geosciences,0.285714286,0,2,0.666666667
10.1016/j.dib.2018.10.083,S1751616118311238,"['Kelly, S.J.R.', 'Weinkamer, R.', 'Bertinetti, L.', 'Edmonds, R.L.', 'Sizeland, K.H.', 'Wells, H.C.', 'Fratzl, P.', 'Haverkamp, R.G.']","['Kelly, S.J.R.', 'Weinkamer, R.', 'Bertinetti, L.', 'Edmonds, R.L.', 'Sizeland, K.H.', 'Wells, H.C.', 'Fratzl, P.', 'Haverkamp, R.G.']",8,8,Materials Science,Engineering,1,0,0,1
10.1016/j.dib.2017.10.021,S0885201417300369,"['Kulke, Louisa', 'Reiß, Mirjam', 'Krist, Horst', 'Rakoczy, Hannes']","['Kulke, Louisa', 'Reiß, Mirjam', 'Krist, Horst', 'Rakoczy, Hannes']",4,4,Psychology,Social sciences & Humanities,1,0,0,1
10.1016/j.dib.2018.10.097,S2214662818301270,"['Labrooy, Catherine', 'Abdullah, Thohirah Lee', 'Stanslas, Johnson']","['Labrooy, Catherine Dharshini', 'Abdullah, Thohirah Lee', 'Stanslas, Johnson']",3,3,Agricultural and Biological Sciences,Biological sciences,1,0,1,0.666666667
10.1016/j.dib.2020.105717,S036054422030832X,"['Aviso, Kathleen B.', 'Marfori, Isidro Antonio V.', 'Tan, Raymond R.', 'Ubando, Aristotle T.']","['Aviso, Kathleen B.', 'Marfori, Isidro Antonio V.', 'Tan, Raymond R.', 'Ubando, Aristotle T.']",4,4,Energy,Engineering,1,0,0,1
10.1016/j.dib.2018.06.011,S0141029617334624,"['Ni, Shuna', 'Birely, Anna C.']","['Ni, Shuna', 'Birely, Anna C.']",2,2,Engineering,Engineering,1,0,0,1
10.1016/j.dib.2014.09.004,S1874391914004436,"['Bentaib, Azeddine', 'De Tullio, Pascal', 'Chneiweiss, Hervé', 'Hermans, Emmanuel', 'Junier, Marie-Pierre', 'Leprince, Pierre']","['Bentaib, Azeddine', 'De Tullio, Pascal', 'Chneiweiss, Hervé', 'Hermans, Emmanuel', 'Junier, Marie-Pierre', 'Leprince, Pierre']",6,6,"Biochemistry, Genetics and Molecular Biology",Biological sciences,1,0,0,1
10.1016/j.dib.2020.105850,S0891584920303646,"['Dantas, Lucas S.', 'Inague, Alex', 'Chaves-Filho, Adriano Britto', 'Miyamoto, Sayuri']","['Dantas, Lucas S.', 'Viviani, Lucas G.', 'Inague, Alex', 'Piccirillo, Erika', 'Rezende, Leandro De', 'Ronsein, Graziella E.', 'Augusto, Ohara', 'Medeiros, Marisa H.G.', 'Miyamoto, Sayuri', 'Amaral, Antonia T. Do']",4,10,"Biochemistry, Genetics and Molecular Biology",Biological sciences,0.762188707,0.25,7,0.428571429
10.1016/j.dib.2019.01.001,S0272771418307807,"['Mosharov, Sergey A.', 'Sergeeva, Valentina M.', 'Kremenetskiy, Vyacheslav V.', 'Sazhin, Andrey F.', 'Stepanova, Svetlana V.']","['Mosharov, Sergey A.', 'Sergeeva, Valentina M.', 'Kremenetskiy, Vyacheslav V.', 'Sazhin, Andrey F.', 'Stepanova, Svetlana V.']",5,5,Environmental Science,Geosciences,1,0,0,1
10.1016/j.dib.2018.10.108,S0950329318302465,"['Phan, Uyen Thuy Xuan', 'Chambers, Edgar']","['Phan, Uyen T.X.', 'Chambers, Edgar']",2,2,Agricultural and Biological Sciences,Biological sciences,1,0,1,0.5
10.1016/j.dib.2021.106931,S2405844021002012,"['Gutiérrez, Michael']","['Gutiérrez, Michael']",1,1,"Business, Management and Decision Sciences",Social sciences & Humanities,1,0,0,1
10.1016/j.dib.2021.107391,S1226861521000844,"['Bricarello, Patrizia Ana', 'Barros, Giuliano Pereira De', 'Seugling, Jaqueline', 'Podestá, Raíssa', 'Veleirinho, Maria Beatriz', 'Mazzarino, Letícia']","['Bricarello, Patrizia Ana', 'De Barros, Giuliano Pereira', 'Seugling, Jaqueline', 'Podestá, Raíssa', 'Velerinho, Maria Beatriz', 'Mazzarino, Letícia']",6,6,Biological Sciences,Biological sciences,0.805820106,0.166666667,2,0.666666667
10.1016/j.dib.2016.07.031,S1047847716300818,"['Posch, Sandra', 'Aponte-Santamaría, Camilo', 'Schwarzl, Richard', 'Karner, Andreas', 'Radtke, Matthias', 'Gräter, Frauke', 'Obser, Tobias', 'König, Gesa', 'Gruber, Hermann J.', 'Netz, Roland R.', 'Baldauf, Carsten', 'Schneppenheim, Reinhard', 'Tampé, Robert', 'Hinterdorfer, Peter', 'Brehm, Maria A.']","['Posch, Sandra', 'Aponte-Santamaría, Camilo', 'Schwarzl, Richard', 'Karner, Andreas', 'Radtke, Matthias', 'Gräter, Frauke', 'Obser, Tobias', 'König, Gesa', 'Gruber, Hermann J.', 'Netz, Roland R.', 'Baldauf, Carsten', 'Schneppenheim, Reinhard', 'Tampé, Robert', 'Hinterdorfer, Peter', 'Brehm, Maria A.']",15,15,"Genetics, Genomics and Molecular Biology",Biological sciences,1,0,0,1
10.1016/j.dib.2019.104612,S0889157519305691,"['Summo, Carmine', 'De Angelis, Davide', 'Ricciardi, Luigi', 'Caponio, Francesco', 'Lotti, Concetta', 'Pavan, Stefano', 'Pasqualone, Antonella']","['Summo, Carmine', 'De Angelis, Davide', 'Ricciardi, Luigi', 'Caponio, Francesco', 'Lotti, Concetta', 'Pavan, Stefano', 'Pasqualone, Antonella']",7,7,Agricultural and Biological Sciences,Biological sciences,1,0,0,1
10.1016/j.dib.2021.106925,S0090825820340191,"['Han, Xingping', 'Liu, Shuya', 'Hosseinifard, Hossein', 'Imani, Saber', 'Yang, Gang', 'Yang, Lisha', 'Maghsoudloo, Mazaher', 'Fu, Shaozhi', 'Liu, Qiang', 'Wen, Qinglian']","['Han, Xingping', 'Liu, Shuya', 'Yang, Gang', 'Hosseinifard, Hossein', 'Imani, Saber', 'Yang, Lisha', 'Maghsoudloo, Mazaher', 'Fu, Shaozhi', 'Liu, Qiang', 'Wen, Qinglian']",10,10,Health and Medical Sciences,Medical sciences,0.94265233,0,2,0.9
10.1016/j.dib.2018.05.059,S1053811918300302,"['Basak, Chandramallika', 'Qin, Shuo', 'Nashiro, Kaoru', 'O’Connell, Margaret A.']","['Nashiro, Kaoru', 'Qin, Shuo', ""O'Connell, Margaret A."", 'Basak, Chandramallika']",4,4,Neurosciences,Medical sciences,0.061111111,0.75,3,0.333333333
10.1016/j.dib.2020.105844,S0041008X20301344,"['Thull, Sarah', 'Neacsu, Cristian', ""O'Reilly, Andrias O."", 'Bothe, Stefanie', 'Hausmann, Ralf', 'Huth, Tobias', 'Meents, Jannis', 'Lampert, Angelika']","['Thull, Sarah', 'Neacsu, Cristian', ""O'Reilly, Andrias O."", 'Bothe, Stefanie', 'Hausmann, Ralf', 'Huth, Tobias', 'Meents, Jannis', 'Lampert, Angelika']",8,8,"Pharmacology, Toxicology and Pharmaceutical Science",Medical sciences,1,0,0,1
10.1016/j.dib.2019.01.015,S0169433218333762,"['Jagdheesh, R.', 'Diaz, M.', 'Marimuthu, S.', 'Ocaña, J.L.']","['Jagdheesh, R.', 'Diaz, M.', 'Marimuthu, S.', 'Ocaña, J.L.']",4,4,Chemistry,Physics & Chemistry,1,0,0,1
10.1016/j.dib.2018.10.134,S0168945218304874,"['Anzooman, Monia', 'Dang, Yash P.', 'Christopher, Jack', 'Mumford, Michael H.', 'Menzies, Neal W.', 'Kopittke, Peter M.']","['Anzooman, Monia', 'Dang, Yash P.', 'Christopher, Jack', 'Mumford, Michael H.', 'Menzies, Neal W.', 'Kopittke, Peter M.']",6,6,Chemistry,Physics & Chemistry,1,0,0,1
10.1016/j.dib.2016.07.019,S002432051630296X,"['Déciga-Campos, Myrna', 'Navarrete-Vázquez, Gabriel', 'López-Muñoz, Francisco Javier', 'Librowski, Tadeusz', 'Sánchez-Recillas, Amanda', 'Yañez-Pérez, Victor', 'Ortiz-Andrade, Rolffy']","['Déciga-Campos, Myrna', 'Navarrete-Vázquez, Gabriel', 'López-Muñoz, Francisco Javier', 'Librowski, Tadeusz', 'Sánchez-Recillas, Amanda', 'Yañez-Pérez, Victor', 'Ortiz-Andrade, Rolffy']",7,7,"Pharmacology, Toxicology and Pharmaceutical Science",Medical sciences,1,0,0,1
